,Title,DOI
282,Effectiveness of provision of animal‐source foods for supporting optimal growth and development in children 6 to 59 months of age,10.1002/14651858.CD012818.pub2
283,Aminoadamantanes for chronic hepatitis C,10.1002/14651858.CD010125.pub2
284,Angiotensin converting enzyme inhibitors and angiotensin II receptor antagonists for preventing the progression of diabetic kidney disease,10.1002/14651858.CD006257
285,Supportive devices for preventing and treating subluxation of the shoulder after stroke,10.1002/14651858.CD003863.pub2
286,Topiramate add‐on therapy for drug‐resistant focal epilepsy,10.1002/14651858.CD001417.pub4
287,Triclosan/copolymer containing toothpastes for oral health,10.1002/14651858.CD010514.pub2
288,Fibreoptic phototherapy for neonatal jaundice,10.1002/14651858.CD002060
289,Methods of communicating a primary diagnosis of breast cancer to patients,10.1002/14651858.CD006011.pub2
290,"Preconception risk assessment for thalassaemia, sickle cell disease, cystic fibrosis and Tay‐Sachs disease",10.1002/14651858.CD010849.pub3
291,Stapled versus handsewn methods for colorectal anastomosis surgery,10.1002/14651858.CD003144.pub2
292,Caesarean section versus vaginal delivery for preterm birth in singletons,10.1002/14651858.CD000078.pub3
293,Long‐acting beta2‐agonists for chronic obstructive pulmonary disease,10.1002/14651858.CD010177.pub2
294,Psychosocial interventions for the prevention of disability following traumatic physical injury,10.1002/14651858.CD006422.pub3
295,"Restrictive versus liberal red blood cell transfusion strategies for people with haematological malignancies treated with intensive chemotherapy or radiotherapy, or both, with or without haematopoietic stem cell support",10.1002/14651858.CD011305.pub2
296,Continuous support for women during childbirth,10.1002/14651858.CD003766.pub6
297,Surgery versus primary endocrine therapy for operable primary breast cancer in elderly women (70 years plus),10.1002/14651858.CD004272.pub3
298,Specialist breast care nurses for supportive care of women with breast cancer,10.1002/14651858.CD005634.pub2
299,Anti‐vascular endothelial growth factor for proliferative diabetic retinopathy,10.1002/14651858.CD008721.pub2
300,Pre‐operative Nutrition Support in Patients Undergoing Gastrointestinal Surgery.,10.1002/14651858.CD008879.pub2
301,Preoperative hair removal to reduce surgical site infection,10.1002/14651858.CD004122.pub4
302,Condylocephalic nails versus extramedullary implants for extracapsular hip fractures,10.1002/14651858.CD000338
303,Special care units for dementia individuals with behavioural problems,10.1002/14651858.CD006470.pub2
304,Steroids for symptom control in infectious mononucleosis,10.1002/14651858.CD004402.pub3
305,Fetal and umbilical Doppler ultrasound in normal pregnancy,10.1002/14651858.CD001450.pub4
306,Laser peripheral iridoplasty for angle‐closure,10.1002/14651858.CD006746.pub3
307,Bisphosphonates for osteoporosis in primary biliary cirrhosis,10.1002/14651858.CD009144.pub2
308,Vedolizumab for induction and maintenance of remission in ulcerative colitis,10.1002/14651858.CD007571.pub2
309,Water infusion versus air insufflation for colonoscopy,10.1002/14651858.CD009863.pub2
310,Salbutamol for transient tachypnea of the newborn,10.1002/14651858.CD011878.pub2
311,Dipeptidyl peptidase‐4 (DPP‐4) inhibitors for type 2 diabetes mellitus,10.1002/14651858.CD006739.pub2
312,Repeated use of pre‐ and postcoital hormonal contraception for prevention of pregnancy,10.1002/14651858.CD007595.pub3
313,Neuraminidase inhibitors for the treatment of influenza infection in people with cystic fibrosis,10.1002/14651858.CD008139.pub4
314,Mechanical ventilation for newborn infants with respiratory failure due to pulmonary disease,10.1002/14651858.CD002770
315,Elective surgery for benign liver tumours,10.1002/14651858.CD005164.pub2
316,Interventions for the treatment of decreased bone mineral density associated with HIV infection,10.1002/14651858.CD005645.pub2
317,Methods for blood loss estimation after vaginal birth,10.1002/14651858.CD010980.pub2
318,Antiepileptic drugs as prophylaxis for postcraniotomy seizures,10.1002/14651858.CD007286.pub4
319,Postnatal phenobarbital for the prevention of intraventricular haemorrhage in preterm infants,10.1002/14651858.CD001691.pub3
320,Laquinimod for multiple sclerosis,10.1002/14651858.CD010475.pub2
321,"Simple urethral dilatation, endoscopic urethrotomy, and urethroplasty for urethral stricture disease in adult men",10.1002/14651858.CD006934.pub3
322,Gemcitabine‐based chemotherapy for advanced biliary tract carcinomas,10.1002/14651858.CD011746.pub2
323,Fluticasone versus beclomethasone or budesonide for chronic asthma in adults and children,10.1002/14651858.CD002310.pub4
324,"Duloxetine for treating painful neuropathy, chronic pain or fibromyalgia",10.1002/14651858.CD007115.pub3
325,Cotrimoxazole for prophylaxis or treatment of opportunistic infections of HIV/AIDS in patients with previous history of hypersensitivity to cotrimoxazole,10.1002/14651858.CD005646.pub2
326,Different‐sized incisions for phacoemulsification in age‐related cataract,10.1002/14651858.CD010510.pub2
327,Sedative techniques for endoscopic retrograde cholangiopancreatography,10.1002/14651858.CD007274.pub2
328,Meglitinide analogues for type 2 diabetes mellitus,10.1002/14651858.CD004654.pub2
329,Folic acid supplementation during pregnancy for maternal health and pregnancy outcomes,10.1002/14651858.CD006896.pub2
330,Exercise for preventing and treating osteoporosis in postmenopausal women,10.1002/14651858.CD000333.pub2
331,Acupuncture for treatment of irritable bowel syndrome,10.1002/14651858.CD005111.pub3
332,Interventions at caesarean section for reducing the risk of aspiration pneumonitis,10.1002/14651858.CD004943.pub4
333,Gabapentin for fibromyalgia pain in adults,10.1002/14651858.CD012188.pub2
334,Interventions for recruiting smokers into cessation programmes,10.1002/14651858.CD009187.pub2
335,Combined intermittent pneumatic leg compression and pharmacological prophylaxis for prevention of venous thromboembolism,10.1002/14651858.CD005258.pub3
336,Umbilical vein injection for the routine management of third stage of labour,10.1002/14651858.CD006176.pub2
337,Acupuncture for dysphagia in acute stroke,10.1002/14651858.CD006076.pub2
338,Nidotherapy for people with schizophrenia,10.1002/14651858.CD009929.pub2
339,Interventions for intermittent exotropia,10.1002/14651858.CD003737.pub3
340,Routine surgery in addition to chemotherapy for treating spinal tuberculosis,10.1002/14651858.CD004532.pub2
341,Carotid artery stenting versus endarterectomy for treatment of carotid artery stenosis,10.1002/14651858.CD000515.pub5
342,Thrombolytic therapy for pulmonary embolism,10.1002/14651858.CD004437.pub5
343,Vitamin D supplementation for cystic fibrosis,10.1002/14651858.CD007298.pub4
344,Telehealthcare for chronic obstructive pulmonary disease,10.1002/14651858.CD007718.pub2
345,Yoga for asthma,10.1002/14651858.CD010346.pub2
346,Immediate start of hormonal contraceptives for contraception,10.1002/14651858.CD006260.pub3
347,Aqueous shunts with mitomycin C versus aqueous shunts alone for glaucoma,10.1002/14651858.CD011875.pub2
348,Pharmacological interventions for clozapine‐induced hypersalivation,10.1002/14651858.CD005579.pub2
349,Chemotherapy for metastatic and recurrent cervical cancer,10.1002/14651858.CD006469.pub2
350,Diuretics for respiratory distress syndrome in preterm infants,10.1002/14651858.CD001454.pub3
351,Silodosin for the treatment of lower urinary tract symptoms in men with benign prostatic hyperplasia,10.1002/14651858.CD012615.pub2
352,Pentoxifylline for endometriosis,10.1002/14651858.CD007677.pub3
353,Hypnotherapy for smoking cessation,10.1002/14651858.CD001008.pub3
354,Exercise for improving balance in older people,10.1002/14651858.CD004963.pub3
355,Treatment for femoral pseudoaneurysms,10.1002/14651858.CD004981.pub4
356,Chinese herbs combined with Western medicine for severe acute respiratory syndrome (SARS),10.1002/14651858.CD004882.pub3
357,Catechol‐O‐methyltransferase inhibitors versus active comparators for levodopa‐induced complications in Parkinson's disease,10.1002/14651858.CD004553.pub2
358,Azathioprine or 6‐mercaptopurine for maintenance of remission in Crohn's disease,10.1002/14651858.CD000067.pub3
359,Mitoxantrone for multiple sclerosis,10.1002/14651858.CD002127.pub3
360,Different insulin types and regimens for pregnant women with pre‐existing diabetes,10.1002/14651858.CD011880.pub2
361,Human chorionic gonadotrophin for threatened miscarriage,10.1002/14651858.CD007422.pub2
362,Short‐acting erythropoiesis‐stimulating agents for anaemia in predialysis patients,10.1002/14651858.CD011690.pub2
363,High initial concentration versus low initial concentration sevoflurane for inhalational induction of anaesthesia,10.1002/14651858.CD006837.pub3
364,Indoor residual spraying for preventing malaria in communities using insecticide‐treated nets,10.1002/14651858.CD012688.pub2
365,Enzyme replacement therapy for Anderson‐Fabry disease,10.1002/14651858.CD006663.pub4
366,Vitamin C for preventing and treating pneumonia,10.1002/14651858.CD005532.pub3
367,Duration of antibacterial treatment for uncomplicated urinary tract infection in women,10.1002/14651858.CD004682.pub2
368,Effectiveness and cost‐effectiveness of home palliative care services for adults with advanced illness and their caregivers,10.1002/14651858.CD007760.pub2
369,Metformin added to insulin therapy for type 1 diabetes mellitus in adolescents,10.1002/14651858.CD006691.pub2
370,Interventions to improve psychosocial well‐being in female BRCA‐mutation carriers following risk‐reducing surgery,10.1002/14651858.CD012894.pub2
371,Salicylate‐containing rubefacients for acute and chronic musculoskeletal pain in adults,10.1002/14651858.CD007403.pub3
372,Biofeedback for treatment of irritable bowel syndrome,10.1002/14651858.CD012530.pub2
373,Single dose oral diclofenac for acute postoperative pain in adults,10.1002/14651858.CD004768.pub3
374,Oral or topical nasal steroids for hearing loss associated with otitis media with effusion in children,10.1002/14651858.CD001935.pub3
375,Interventions for smokeless tobacco use cessation,10.1002/14651858.CD004306.pub5
376,Intravenous immunoglobulin as adjuvant therapy for Wegener's granulomatosis,10.1002/14651858.CD007057.pub3
377,Interventions for mycosis fungoides,10.1002/14651858.CD008946.pub2
378,Bladder training for urinary incontinence in adults,10.1002/14651858.CD001308.pub2
379,Interventions for replacing missing teeth: horizontal and vertical bone augmentation techniques for dental implant treatment,10.1002/14651858.CD003607.pub4
380,Psychological preparation and postoperative outcomes for adults undergoing surgery under general anaesthesia,10.1002/14651858.CD008646.pub2
381,Polyunsaturated fatty acids (PUFA) for attention deficit hyperactivity disorder (ADHD) in children and adolescents,10.1002/14651858.CD007986.pub2
382,Bed rest in singleton pregnancies for preventing preterm birth,10.1002/14651858.CD003581.pub3
383,Interventions for tobacco use prevention in Indigenous youth,10.1002/14651858.CD009325.pub2
384,Screening for reducing morbidity and mortality in malignant melanoma,10.1002/14651858.CD012352.pub2
385,Red cell transfusion management for patients undergoing cardiac surgery for congenital heart disease,10.1002/14651858.CD009752.pub2
386,Setting and organization of care for persons living with HIV/AIDS,10.1002/14651858.CD004348.pub2
387,Fibrin glue versus sutures for conjunctival autografting in primary pterygium surgery,10.1002/14651858.CD011308.pub2
388,Treatment for superficial infusion thrombophlebitis of the upper extremity,10.1002/14651858.CD011015.pub2
389,"Blood pressure‐lowering treatment for preventing recurrent stroke, major vascular events, and dementia in patients with a history of stroke or transient ischaemic attack",10.1002/14651858.CD007858.pub2
390,Antibiotic prophylaxis for operative vaginal delivery,10.1002/14651858.CD004455.pub5
391,Physical interventions to interrupt or reduce the spread of respiratory viruses,10.1002/14651858.CD006207.pub4
392,Combined hormonal contraceptives for heavy menstrual bleeding,10.1002/14651858.CD000154.pub3
393,Interventions for iatrogenic inferior alveolar and lingual nerve injury,10.1002/14651858.CD005293.pub2
394,C‐reactive protein for diagnosing late‐onset infection in newborn infants,10.1002/14651858.CD012126.pub2
395,Surgical treatment options for carpal tunnel syndrome,10.1002/14651858.CD003905.pub3
396,Mycophenolic acid versus azathioprine as primary immunosuppression for kidney transplant recipients,10.1002/14651858.CD007746.pub2
397,Oximes for acute organophosphate pesticide poisoning,10.1002/14651858.CD005085.pub2
398,"Safety of non‐steroidal anti‐inflammatory drugs, including aspirin and paracetamol (acetaminophen) in people receiving methotrexate for inflammatory arthritis (rheumatoid arthritis, ankylosing spondylitis, psoriatic arthritis, other spondyloarthritis)",10.1002/14651858.CD008872.pub2
